TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE,PRICE_B,BOROUGH_encoded,BUILDING_CLASS_CATEGORY_encoded,BUILDING_CLASS_AT_PRESENT_encoded,TAX_CLASS_AT_TIME_OF_SALE_encoded
1,0,0,2014,626223,1.0,3.0,11.0,65.0,2.0
1,0,0,2014,529490,1.0,3.0,11.0,65.0,2.0
1,0,0,2014,778961,1.0,3.0,11.0,65.0,2.0
1,0,0,2014,466440,0.0,3.0,11.0,65.0,2.0
1,0,0,2014,466440,0.0,3.0,11.0,65.0,2.0
1,0,0,2014,471510,0.0,3.0,11.0,65.0,2.0
1,0,0,2014,616041,1.0,3.0,11.0,65.0,2.0
1,0,0,2008,535000,1.0,3.0,11.0,65.0,2.0
1,0,0,2008,535000,1.0,3.0,11.0,65.0,2.0
1,0,0,2003,995000,1.0,3.0,12.0,62.0,2.0
1,0,0,2015,865512,1.0,3.0,12.0,62.0,2.0
1,0,0,2015,840056,1.0,3.0,12.0,62.0,2.0
1,0,0,2015,840332,1.0,3.0,12.0,62.0,2.0
1,0,0,2015,0,0.0,3.0,12.0,62.0,2.0
1,0,0,2007,1405000,1.0,3.0,13.0,68.0,2.0
1,0,0,2007,0,0.0,3.0,13.0,68.0,2.0
1,0,0,2015,0,0.0,3.0,13.0,68.0,2.0
1,0,0,2015,0,0.0,3.0,13.0,68.0,2.0
3,2832,2640,1956,840000,1.0,3.0,16.0,41.0,3.0
1,3600,650,1931,0,0.0,3.0,21.0,27.0,3.0
1,4000,0,1931,0,0.0,3.0,21.0,32.0,3.0
1,0,0,1999,10,0.0,3.0,32.0,72.0,3.0
1,0,0,1999,10,0.0,3.0,32.0,72.0,3.0
1,0,0,1999,10,0.0,3.0,32.0,72.0,3.0
1,0,0,1999,10,0.0,3.0,32.0,72.0,3.0
1,0,0,1999,10,0.0,3.0,32.0,72.0,3.0
1,0,0,1999,10,0.0,3.0,32.0,72.0,3.0
1,0,0,1999,10,0.0,3.0,32.0,72.0,3.0
1,0,0,2014,0,0.0,3.0,32.0,72.0,3.0
1,0,0,2014,0,0.0,3.0,32.0,72.0,3.0
1,0,0,2014,0,0.0,3.0,32.0,72.0,3.0
1,0,0,2014,0,0.0,3.0,32.0,72.0,3.0
1,0,0,2014,30420,0.0,3.0,32.0,72.0,3.0
1,0,0,2014,0,0.0,3.0,32.0,72.0,3.0
1,1120,1524,1940,160000,0.0,3.0,0.0,5.0,1.0
1,2600,1436,1940,540000,1.0,3.0,0.0,5.0,1.0
1,2600,1436,1940,350000,0.0,3.0,0.0,5.0,1.0
1,2150,957,1940,273401,0.0,3.0,0.0,5.0,1.0
1,1600,1056,1940,485000,1.0,3.0,0.0,8.0,1.0
1,2150,906,1950,480000,1.0,3.0,0.0,8.0,1.0
1,2150,906,1950,0,0.0,3.0,0.0,8.0,1.0
1,2150,906,1950,442000,0.0,3.0,0.0,8.0,1.0
1,2150,900,1950,0,0.0,3.0,0.0,8.0,1.0
1,2400,1056,1940,0,0.0,3.0,0.0,5.0,1.0
1,3275,1056,1940,539000,1.0,3.0,0.0,5.0,1.0
1,2200,1116,1954,490000,1.0,3.0,0.0,5.0,1.0
1,1800,1296,1945,479000,0.0,3.0,0.0,5.0,1.0
1,2000,616,1925,309000,0.0,3.0,0.0,2.0,1.0
1,3000,1705,1925,110000,0.0,3.0,0.0,1.0,1.0
1,2033,839,1945,325000,0.0,3.0,0.0,5.0,1.0
1,1957,1400,1945,529000,1.0,3.0,0.0,5.0,1.0
1,3425,1459,1935,649000,1.0,3.0,0.0,1.0,1.0
1,2500,1632,1930,0,0.0,3.0,0.0,1.0,1.0
1,2033,1376,1925,0,0.0,3.0,0.0,1.0,1.0
1,2033,1376,1925,390000,0.0,3.0,0.0,1.0,1.0
1,2033,1376,1925,485000,1.0,3.0,0.0,5.0,1.0
1,2400,1768,1930,0,0.0,3.0,0.0,5.0,1.0
1,2200,1461,1940,0,0.0,3.0,0.0,5.0,1.0
1,2200,1416,1940,0,0.0,3.0,0.0,5.0,1.0
1,1808,1732,1940,0,0.0,3.0,0.0,5.0,1.0
1,2300,1728,1930,540000,1.0,3.0,0.0,5.0,1.0
1,2500,2076,1930,0,0.0,3.0,0.0,1.0,1.0
1,2500,1666,1930,550000,1.0,3.0,0.0,1.0,1.0
1,2500,1484,1930,0,0.0,3.0,0.0,1.0,1.0
1,2500,1414,1925,535000,1.0,3.0,0.0,1.0,1.0
1,2009,1600,1920,350000,0.0,3.0,0.0,5.0,1.0
1,2700,1872,1930,730000,1.0,3.0,0.0,5.0,1.0
1,2200,1690,1940,0,0.0,3.0,0.0,2.0,1.0
1,5000,3283,1960,950000,1.0,3.0,0.0,2.0,1.0
1,2000,2100,1960,521000,1.0,3.0,0.0,5.0,1.0
1,1760,1683,1940,445000,0.0,3.0,0.0,5.0,1.0
1,3000,1616,1920,483000,1.0,3.0,0.0,8.0,1.0
1,2425,2160,1925,579000,1.0,3.0,0.0,5.0,1.0
1,2000,1562,1915,515000,1.0,3.0,0.0,5.0,1.0
1,1824,2109,1925,537500,1.0,3.0,0.0,5.0,1.0
1,4260,576,1925,320000,0.0,3.0,0.0,2.0,1.0
1,2150,1664,1925,250000,0.0,3.0,0.0,5.0,1.0
2,968,1600,1931,500000,1.0,3.0,0.0,80.0,1.0
1,2000,1410,1935,0,0.0,3.0,0.0,5.0,1.0
1,2500,1320,1935,0,0.0,3.0,0.0,5.0,1.0
1,2600,1216,1920,10,0.0,3.0,0.0,1.0,1.0
1,2300,1512,1930,0,0.0,3.0,0.0,5.0,1.0
1,2600,1764,1930,492000,1.0,3.0,0.0,5.0,1.0
1,1800,938,1920,470000,0.0,3.0,0.0,8.0,1.0
1,2333,1380,1930,450000,0.0,3.0,0.0,2.0,1.0
1,1800,938,1920,371437,0.0,3.0,0.0,8.0,1.0
1,2113,1036,1920,485000,1.0,3.0,0.0,8.0,1.0
1,2062,1036,1920,440000,0.0,3.0,0.0,8.0,1.0
1,1800,1732,1940,470000,0.0,3.0,0.0,5.0,1.0
1,5000,2248,1955,790000,1.0,3.0,0.0,2.0,1.0
1,1800,1024,1915,0,0.0,3.0,0.0,5.0,1.0
1,4000,1288,1955,440000,0.0,3.0,0.0,2.0,1.0
1,2000,1216,1925,435000,0.0,3.0,0.0,8.0,1.0
1,2000,1244,1920,0,0.0,3.0,0.0,8.0,1.0
1,2700,1152,1925,550000,1.0,3.0,0.0,1.0,1.0
1,2700,1152,1925,330000,0.0,3.0,0.0,1.0,1.0
1,2600,1152,1925,0,0.0,3.0,0.0,1.0,1.0
1,2300,1090,1925,0,0.0,3.0,0.0,1.0,1.0
1,2600,900,1930,415000,0.0,3.0,0.0,2.0,1.0
1,2600,900,1930,317000,0.0,3.0,0.0,2.0,1.0
1,2400,1120,1920,569900,1.0,3.0,0.0,1.0,1.0
1,1500,1885,1955,500000,1.0,3.0,0.0,5.0,1.0
1,3000,1305,1920,0,0.0,3.0,0.0,1.0,1.0
1,2000,1472,1920,0,0.0,3.0,0.0,8.0,1.0
1,2667,1216,1920,485000,1.0,3.0,0.0,1.0,1.0
1,2200,1216,1920,0,0.0,3.0,0.0,1.0,1.0
1,4850,1440,1901,805000,1.0,3.0,0.0,1.0,1.0
1,2490,1064,1920,475000,0.0,3.0,0.0,1.0,1.0
1,2000,1533,1920,0,0.0,3.0,0.0,8.0,1.0
1,3000,1221,1920,555000,1.0,3.0,0.0,2.0,1.0
1,2000,1392,1925,0,0.0,3.0,0.0,1.0,1.0
1,2000,994,1925,0,0.0,3.0,0.0,1.0,1.0
2,2183,1657,1945,510056,1.0,3.0,1.0,9.0,1.0
2,1633,1620,1940,410000,0.0,3.0,1.0,9.0,1.0
2,2393,2069,1950,0,0.0,3.0,1.0,9.0,1.0
2,1958,2069,1950,0,0.0,3.0,1.0,9.0,1.0
2,2650,2258,1955,0,0.0,3.0,1.0,9.0,1.0
2,2000,2171,1950,605000,1.0,3.0,1.0,11.0,1.0
2,1900,2383,1970,0,0.0,3.0,1.0,9.0,1.0
2,3040,1936,1950,0,0.0,3.0,1.0,9.0,1.0
2,2200,1914,1960,0,0.0,3.0,1.0,9.0,1.0
2,2800,3360,1960,0,0.0,3.0,1.0,9.0,1.0
2,2000,2080,1960,600000,1.0,3.0,1.0,9.0,1.0
2,2000,2340,1960,490000,1.0,3.0,1.0,9.0,1.0
2,2000,2340,1960,470000,0.0,3.0,1.0,9.0,1.0
2,2070,2124,1960,722000,1.0,3.0,1.0,9.0,1.0
2,2000,1840,1960,649000,1.0,3.0,1.0,9.0,1.0
2,2650,1797,1940,0,0.0,3.0,1.0,11.0,1.0
2,2200,1732,1940,10,0.0,3.0,1.0,9.0,1.0
2,2200,1771,1940,425000,0.0,3.0,1.0,11.0,1.0
2,2600,2240,1945,0,0.0,3.0,1.0,11.0,1.0
2,2500,1600,1930,545000,1.0,3.0,1.0,11.0,1.0
2,2250,2164,1945,675000,1.0,3.0,1.0,9.0,1.0
2,2112,1814,1945,577215,1.0,3.0,1.0,9.0,1.0
2,2500,1600,1940,675000,1.0,3.0,1.0,9.0,1.0
2,2500,2272,1935,0,0.0,3.0,1.0,9.0,1.0
2,2150,1872,1945,0,0.0,3.0,1.0,9.0,1.0
2,2600,1850,1945,0,0.0,3.0,1.0,9.0,1.0
2,2150,1626,1945,599000,1.0,3.0,1.0,11.0,1.0
2,2750,1996,1945,485000,1.0,3.0,1.0,9.0,1.0
2,1800,1962,1955,660000,1.0,3.0,1.0,9.0,1.0
2,2567,1730,1950,495000,1.0,3.0,1.0,9.0,1.0
2,1908,2260,1960,0,0.0,3.0,1.0,12.0,1.0
2,2000,2140,1960,0,0.0,3.0,1.0,12.0,1.0
2,2000,2140,1960,245000,0.0,3.0,1.0,12.0,1.0
2,1900,1880,1945,510000,1.0,3.0,1.0,9.0,1.0
2,3000,2805,2008,699000,1.0,3.0,1.0,10.0,1.0
2,2192,1484,1960,700000,1.0,3.0,1.0,9.0,1.0
2,2200,1956,1945,0,0.0,3.0,1.0,9.0,1.0
2,3000,2401,1945,10,0.0,3.0,1.0,11.0,1.0
2,3000,2401,1945,100,0.0,3.0,1.0,11.0,1.0
2,1992,1478,1950,599000,1.0,3.0,1.0,9.0,1.0
2,2217,3261,1960,600000,1.0,3.0,1.0,9.0,1.0
2,2475,1606,1940,499990,1.0,3.0,1.0,9.0,1.0
2,1983,1881,1950,0,0.0,3.0,1.0,11.0,1.0
2,2367,2094,1950,0,0.0,3.0,1.0,9.0,1.0
2,2800,3276,1965,0,0.0,3.0,1.0,9.0,1.0
2,3200,2080,2003,0,0.0,3.0,1.0,10.0,1.0
2,3500,2080,2003,0,0.0,3.0,1.0,10.0,1.0
2,3500,2080,2004,0,0.0,3.0,1.0,12.0,1.0
2,2000,1528,1930,270000,0.0,3.0,1.0,11.0,1.0
2,2500,1472,1920,499999,1.0,3.0,1.0,11.0,1.0
2,2600,2392,1955,675000,1.0,3.0,1.0,9.0,1.0
2,3200,2600,1930,1000,0.0,3.0,1.0,9.0,1.0
2,2200,1701,1945,490000,1.0,3.0,1.0,11.0,1.0
2,2250,1936,1950,520000,1.0,3.0,1.0,9.0,1.0
2,1963,1936,1950,330500,0.0,3.0,1.0,9.0,1.0
2,3000,3204,1955,720000,1.0,3.0,1.0,9.0,1.0
2,2000,2279,1960,0,0.0,3.0,1.0,11.0,1.0
2,2317,3392,1960,700000,1.0,3.0,1.0,9.0,1.0
2,2317,3392,1960,0,0.0,3.0,1.0,9.0,1.0
2,2000,2500,1965,0,0.0,3.0,1.0,9.0,1.0
2,2633,3178,1960,0,0.0,3.0,1.0,9.0,1.0
2,2900,2584,1965,312500,0.0,3.0,1.0,9.0,1.0
2,2383,2478,1965,417254,0.0,3.0,1.0,9.0,1.0
2,2383,2478,1965,0,0.0,3.0,1.0,9.0,1.0
2,2400,2396,1960,0,0.0,3.0,1.0,9.0,1.0
2,2400,2396,1960,0,0.0,3.0,1.0,9.0,1.0
2,2400,2472,1960,500000,1.0,3.0,1.0,9.0,1.0
2,2400,2472,1960,510000,1.0,3.0,1.0,9.0,1.0
2,2200,3280,1960,786500,1.0,3.0,1.0,9.0,1.0
2,2400,2240,1965,24000,0.0,3.0,1.0,9.0,1.0
2,1311,1862,1950,0,0.0,3.0,1.0,11.0,1.0
2,1115,1326,1930,400000,0.0,3.0,1.0,9.0,1.0
2,4268,1332,1930,555000,1.0,3.0,1.0,9.0,1.0
2,2500,1376,1920,300000,0.0,3.0,1.0,11.0,1.0
2,2090,1813,1950,0,0.0,3.0,1.0,11.0,1.0
2,2937,3400,1955,0,0.0,3.0,1.0,9.0,1.0
2,2500,1385,1925,0,0.0,3.0,1.0,10.0,1.0
2,1800,2220,1930,509000,1.0,3.0,1.0,11.0,1.0
2,2217,1744,1935,512000,1.0,3.0,1.0,11.0,1.0
2,2200,1540,1940,468650,0.0,3.0,1.0,11.0,1.0
2,2225,1540,1940,0,0.0,3.0,1.0,11.0,1.0
2,2225,1540,1940,0,0.0,3.0,1.0,11.0,1.0
2,3000,2400,1950,0,0.0,3.0,1.0,9.0,1.0
2,2000,2080,2006,0,0.0,3.0,1.0,9.0,1.0
2,2000,2080,2006,0,0.0,3.0,1.0,9.0,1.0
2,2400,2504,1950,664000,1.0,3.0,1.0,9.0,1.0
2,2400,2504,1950,0,0.0,3.0,1.0,9.0,1.0
2,2917,2504,1950,0,0.0,3.0,1.0,9.0,1.0
2,2400,3443,1955,460000,0.0,3.0,1.0,9.0,1.0
2,3542,2320,1925,705000,1.0,3.0,1.0,10.0,1.0
2,2294,2480,1925,480000,1.0,3.0,1.0,9.0,1.0
2,3026,1704,1960,0,0.0,3.0,1.0,9.0,1.0
2,2000,2000,1920,0,0.0,3.0,1.0,10.0,1.0
2,1643,1938,1955,525000,1.0,3.0,1.0,11.0,1.0
2,2700,1344,1925,575000,1.0,3.0,1.0,11.0,1.0
2,2280,1444,1920,450000,0.0,3.0,1.0,11.0,1.0
2,2700,1300,1920,450000,0.0,3.0,1.0,11.0,1.0
2,2133,1312,1920,421000,0.0,3.0,1.0,10.0,1.0
2,2000,1538,1955,0,0.0,3.0,1.0,12.0,1.0
2,2000,1538,1955,516000,1.0,3.0,1.0,12.0,1.0
2,3018,2010,1930,0,0.0,3.0,1.0,10.0,1.0
2,4000,1748,1910,0,0.0,3.0,1.0,11.0,1.0
2,4000,1748,1910,810000,1.0,3.0,1.0,11.0,1.0
2,2500,2010,1920,25000,0.0,3.0,1.0,10.0,1.0
2,2217,2088,1925,670000,1.0,3.0,1.0,10.0,1.0
3,2200,3370,1960,0,0.0,3.0,2.0,13.0,1.0
3,4000,4224,1990,0,0.0,3.0,2.0,13.0,1.0
3,2200,3314,1965,0,0.0,3.0,2.0,13.0,1.0
3,3945,2146,1960,0,0.0,3.0,2.0,13.0,1.0
3,2667,2409,1920,835000,1.0,3.0,2.0,13.0,1.0
0,0,0,1966,175000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,190000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,215000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,175000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,195000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,125000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,165000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,207150,0.0,3.0,8.0,17.0,2.0
0,0,0,1965,145000,0.0,3.0,8.0,17.0,2.0
0,0,0,1965,190000,0.0,3.0,8.0,17.0,2.0
0,0,0,1965,165000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,257500,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,163500,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,185000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,20000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,165000,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,176850,0.0,3.0,8.0,17.0,2.0
0,0,0,1966,190000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,165000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,90000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,150000,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,145000,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,100000,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,127500,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,140000,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,140000,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,225000,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,5000,0.0,3.0,8.0,17.0,2.0
3,3669,3650,1995,1615000,1.0,3.0,16.0,40.0,3.0
2,1800,2916,1931,76588,0.0,3.0,16.0,41.0,3.0
1,2345,2340,1931,925000,1.0,3.0,16.0,40.0,3.0
1,2500,1800,1960,300000,0.0,3.0,21.0,28.0,3.0
1,4861,2880,1954,0,0.0,3.0,21.0,28.0,3.0
1,3000,2320,1910,10,0.0,3.0,0.0,1.0,1.0
1,2129,1830,1899,0,0.0,3.0,0.0,8.0,1.0
1,2000,3600,1899,0,0.0,3.0,0.0,4.0,1.0
1,2000,3120,1901,395000,0.0,3.0,0.0,8.0,1.0
2,2000,2440,1901,0,0.0,3.0,1.0,12.0,1.0
2,2133,3024,1899,0,0.0,3.0,1.0,12.0,1.0
2,2133,3024,1899,10,0.0,3.0,1.0,12.0,1.0
2,2133,3024,1899,30000,0.0,3.0,1.0,12.0,1.0
2,2133,3024,1899,60000,0.0,3.0,1.0,12.0,1.0
2,2133,3024,1899,80000,0.0,3.0,1.0,12.0,1.0
2,2133,3024,1899,3000,0.0,3.0,1.0,12.0,1.0
3,1826,2717,1960,0,0.0,3.0,1.0,81.0,1.0
2,1875,1350,1899,998000,1.0,3.0,1.0,12.0,1.0
2,1667,1728,1910,0,0.0,3.0,1.0,10.0,1.0
2,2200,4040,1899,0,0.0,3.0,1.0,12.0,1.0
2,2200,3180,1910,0,0.0,3.0,1.0,9.0,1.0
2,1460,3200,1899,1835000,1.0,3.0,1.0,11.0,1.0
2,1400,1800,1899,0,0.0,3.0,1.0,11.0,1.0
3,1340,2970,1930,0,0.0,3.0,1.0,81.0,1.0
3,1733,3435,1930,0,0.0,3.0,1.0,81.0,1.0
2,1330,2328,1899,0,0.0,3.0,1.0,9.0,1.0
2,2100,4320,1899,0,0.0,3.0,1.0,12.0,1.0
2,1683,3328,1899,0,0.0,3.0,1.0,11.0,1.0
3,1875,3080,1930,0,0.0,3.0,2.0,13.0,1.0
3,1850,2524,1901,0,0.0,3.0,2.0,13.0,1.0
3,1850,2524,1901,0,0.0,3.0,2.0,13.0,1.0
3,2000,4080,1899,0,0.0,3.0,2.0,13.0,1.0
3,2150,3288,1899,0,0.0,3.0,2.0,13.0,1.0
3,3700,2700,1995,0,0.0,3.0,2.0,13.0,1.0
3,1960,2700,1996,600000,1.0,3.0,2.0,13.0,1.0
3,2000,2340,1901,0,0.0,3.0,2.0,13.0,1.0
3,2500,2640,1905,1300000,1.0,3.0,2.0,13.0,1.0
3,2500,1800,1905,1100000,1.0,3.0,2.0,13.0,1.0
3,2500,2904,1910,0,0.0,3.0,2.0,13.0,1.0
3,2000,2200,1899,1800000,1.0,3.0,2.0,13.0,1.0
3,2450,2880,1931,0,0.0,3.0,2.0,13.0,1.0
3,2208,2920,1900,0,0.0,3.0,2.0,13.0,1.0
3,1383,2565,1899,0,0.0,3.0,2.0,13.0,1.0
3,1683,3060,1899,0,0.0,3.0,2.0,13.0,1.0
3,2200,3366,1899,0,0.0,3.0,2.0,13.0,1.0
3,2500,5000,1899,0,0.0,3.0,2.0,13.0,1.0
3,1593,3888,1900,0,0.0,3.0,2.0,13.0,1.0
3,1467,3720,1930,0,0.0,3.0,2.0,13.0,1.0
3,2100,3780,1910,0,0.0,3.0,2.0,13.0,1.0
3,2100,3780,1910,888000,1.0,3.0,2.0,13.0,1.0
3,2100,3780,1910,738231,1.0,3.0,2.0,13.0,1.0
1,0,0,2015,1196443,1.0,3.0,3.0,64.0,1.0
1,0,0,2015,1282995,1.0,3.0,3.0,64.0,1.0
1,0,0,2015,915406,1.0,3.0,3.0,64.0,1.0
1,0,0,2015,877938,1.0,3.0,3.0,64.0,1.0
1,0,0,2015,1510000,1.0,3.0,3.0,64.0,1.0
0,0,0,1930,815000,1.0,3.0,7.0,14.0,2.0
0,0,0,1930,1091000,1.0,3.0,7.0,14.0,2.0
0,0,0,1930,1030000,1.0,3.0,7.0,14.0,2.0
0,0,0,1930,1260000,1.0,3.0,7.0,14.0,2.0
0,0,0,1930,850000,1.0,3.0,7.0,14.0,2.0
0,0,0,1930,665000,1.0,3.0,7.0,14.0,2.0
0,0,0,1931,480000,1.0,3.0,7.0,14.0,2.0
0,0,0,1931,1655000,1.0,3.0,7.0,14.0,2.0
0,0,0,1931,980000,1.0,3.0,7.0,14.0,2.0
0,0,0,1930,720000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,825000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,30545,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,330000,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,380000,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,957579,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,957975,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,601000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,382000,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,510000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,750000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,540000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,560000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,815000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,525000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,30000,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,337000,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,760000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,590000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,168250,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,925000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,875000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,470000,0.0,3.0,8.0,17.0,2.0
0,0,0,1958,485000,1.0,3.0,8.0,17.0,2.0
0,0,0,1958,530000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,452000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,450000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,495000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,840000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,899000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,462500,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,412000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,275000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,555000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,478000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,682000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,876214,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,710500,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,439000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,430000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,650000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,376000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,468000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,470000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,510000,1.0,3.0,8.0,17.0,2.0
0,0,0,1931,490000,1.0,3.0,8.0,17.0,2.0
0,0,0,1931,545000,1.0,3.0,8.0,17.0,2.0
0,0,0,1931,480000,1.0,3.0,8.0,17.0,2.0
1,0,0,1987,999000,1.0,3.0,10.0,63.0,2.0
1,0,0,1893,645000,1.0,3.0,10.0,63.0,2.0
1,0,0,2007,1400000,1.0,3.0,11.0,65.0,2.0
1,0,0,1920,700000,1.0,3.0,11.0,65.0,2.0
1,0,0,2007,1550000,1.0,3.0,12.0,62.0,2.0
1,0,0,1930,1775000,1.0,3.0,12.0,62.0,2.0
1,0,0,1931,1175000,1.0,3.0,12.0,62.0,2.0
1,0,0,1930,1475000,1.0,3.0,12.0,62.0,2.0
1,0,0,2006,1075000,1.0,3.0,13.0,68.0,2.0
1,0,0,2006,790000,1.0,3.0,13.0,68.0,2.0
0,0,0,2009,1075000,1.0,3.0,14.0,69.0,2.0
0,0,0,2009,1510000,1.0,3.0,14.0,69.0,2.0
1,2925,2925,1955,1675000,1.0,3.0,16.0,40.0,3.0
1,2030,1640,1930,0,0.0,3.0,16.0,40.0,3.0
1,0,0,2010,0,0.0,3.0,31.0,71.0,3.0
1,0,0,2015,0,0.0,3.0,31.0,71.0,3.0
1,0,0,1927,650000,1.0,3.0,31.0,71.0,3.0
1,0,0,2010,0,0.0,3.0,33.0,73.0,3.0
1,0,0,2010,0,0.0,3.0,33.0,73.0,3.0
1,0,0,2015,10,0.0,3.0,33.0,73.0,3.0
1,1440,868,1935,375000,0.0,3.0,0.0,8.0,1.0
1,1800,1296,1955,581000,1.0,3.0,0.0,5.0,1.0
1,1738,1008,1930,510000,1.0,3.0,0.0,1.0,1.0
1,1440,826,1920,465000,0.0,3.0,0.0,8.0,1.0
1,1440,910,1920,0,0.0,3.0,0.0,8.0,1.0
1,1733,868,1920,400000,0.0,3.0,0.0,8.0,1.0
1,1800,1320,1920,243800,0.0,3.0,0.0,1.0,1.0
1,1800,1400,1920,0,0.0,3.0,0.0,1.0,1.0
1,1800,1920,1920,400000,0.0,3.0,0.0,1.0,1.0
1,1800,1344,1920,0,0.0,3.0,0.0,1.0,1.0
1,3600,3129,1920,455000,0.0,3.0,0.0,1.0,1.0
1,1800,1960,1920,480000,1.0,3.0,0.0,1.0,1.0
1,1800,1207,1920,0,0.0,3.0,0.0,1.0,1.0
1,1800,892,1949,320000,0.0,3.0,0.0,2.0,1.0
1,3600,616,1925,425000,0.0,3.0,0.0,1.0,1.0
1,3600,1104,1920,580000,1.0,3.0,0.0,1.0,1.0
1,1800,1875,1997,450000,0.0,3.0,0.0,1.0,1.0
1,1800,1334,1920,169000,0.0,3.0,0.0,1.0,1.0
1,1800,660,1925,325000,0.0,3.0,0.0,2.0,1.0
1,3600,1219,1920,500000,1.0,3.0,0.0,1.0,1.0
1,1785,1456,1920,520000,1.0,3.0,0.0,1.0,1.0
1,1750,1064,1930,0,0.0,3.0,0.0,1.0,1.0
1,1750,1064,1930,420000,0.0,3.0,0.0,1.0,1.0
1,1750,666,1920,315000,0.0,3.0,0.0,2.0,1.0
1,1680,1260,1920,560000,1.0,3.0,0.0,1.0,1.0
1,1680,952,1920,442000,0.0,3.0,0.0,1.0,1.0
1,1680,868,1920,570000,1.0,3.0,0.0,1.0,1.0
1,3570,1131,1925,0,0.0,3.0,0.0,1.0,1.0
1,1785,800,1940,325000,0.0,3.0,0.0,2.0,1.0
1,4652,1039,1925,737500,1.0,3.0,0.0,1.0,1.0
1,1785,1135,1925,451600,0.0,3.0,0.0,1.0,1.0
1,1800,1320,2003,0,0.0,3.0,0.0,1.0,1.0
1,1800,1680,2004,140000,0.0,3.0,0.0,1.0,1.0
1,1800,2460,1925,0,0.0,3.0,0.0,1.0,1.0
