BOROUGH,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,SALE_PRICE,PRICE_B
3,01 ONE FAMILY DWELLINGS                    ,A1,1,2800,1344,1905,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A1,1,2000,1156,1905,1,499000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,1800,1764,1950,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,1333,962,1920,1,521000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,4675,648,1920,1,600000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,2040,1660,1910,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,2040,1660,1910,1,456300,0.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,2000,1460,1910,1,950000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,1700,1068,1920,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,2263,1120,1940,1,550000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,1710,1732,1940,1,799000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,2442,1782,1925,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,2475,1260,1925,1,720000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A9,1,1600,1819,1925,1,860000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1690,868,1920,1,110000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,3788,1296,1960,1,800000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A5,1,3090,1296,1960,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A9,1,2242,1168,1920,1,340000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1200,540,1920,1,100000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1200,635,1920,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1200,635,1920,1,269000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1663,568,1920,1,340000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1643,608,1920,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1076,612,1920,1,500000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1200,596,1920,1,249733,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,2337,740,1920,1,185000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,3616,680,1920,1,305000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1206,728,1920,1,612034,1.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,2622,848,1920,1,236000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1080,624,1920,1,395000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A9,1,2000,1632,1920,1,745000,1.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1750,672,1920,1,350000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1320,608,1920,1,232914,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1907,640,1920,1,338402,0.0
3,01 ONE FAMILY DWELLINGS                    ,S1,2,2650,2850,1920,1,428000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1400,1472,1920,1,455000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1400,1360,1920,1,0,0.0
3,01 ONE FAMILY DWELLINGS                    ,A9,1,1365,1260,1925,1,325000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,847,576,1925,1,95000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A9,1,2147,1120,1925,1,371646,0.0
3,01 ONE FAMILY DWELLINGS                    ,A9,1,1089,1260,1925,1,200000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A9,1,1050,1292,1925,1,325000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,924,576,1925,1,195000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,847,595,1925,1,160000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,847,595,1925,1,160000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,847,595,1925,1,40000,0.0
3,01 ONE FAMILY DWELLINGS                    ,A2,1,1841,720,1925,1,300000,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2120,2440,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2033,2640,1965,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2400,1960,1,1100000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,1729,1945,1,860000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1645,1568,1935,1,10,0.0
3,02 TWO FAMILY DWELLINGS                    ,S2,3,1950,3583,1927,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2400,1944,1925,1,1150000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2938,1344,1925,1,808000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2555,2464,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2555,2464,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,3000,2480,1925,1,900000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2700,2480,1925,1,980000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2090,3606,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1656,1890,1935,1,972000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,2113,1940,1,870000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,2113,1940,1,880000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,2113,1940,1,730000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,3043,2544,1940,1,1100000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2450,2640,1925,1,999999,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1600,1810,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1600,1810,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1800,1116,1950,1,275000,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1800,1863,1950,1,680000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,1800,1863,1950,1,535000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2280,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1446,1744,1950,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,1988,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1631,1940,1,815000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,2942,1925,1,800000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2200,946,1945,1,730000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1600,2195,1965,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,4000,2045,1920,1,1137500,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,3200,2680,1935,1,1350000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2842,2432,1920,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2100,2112,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2772,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2100,2772,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2108,1440,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2233,2154,1960,1,825000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,1890,1960,1,860000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2425,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2425,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,2023,1950,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1955,1935,1,815000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,3000,2286,1940,1,1350000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2180,1935,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2180,1935,1,935000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2488,1935,1,758000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,1848,1950,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,2200,1940,1,790000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1600,1592,1940,1,670000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1800,2160,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2328,2128,1940,1,770000,1.0
3,02 TWO FAMILY DWELLINGS                    ,S2,3,2000,2600,1927,1,1200000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,1170,2430,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,3000,1980,1930,1,775000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,3000,1964,1930,1,1125000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1800,1939,1960,1,845000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1800,1939,1960,1,875000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1800,1939,1960,1,600000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2000,2116,1920,1,955000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1438,1368,1925,1,425000,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2200,1827,1940,1,759000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1825,1782,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,1827,1940,1,930000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,1814,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2275,1786,1930,1,700000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2280,1925,1,1180000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2400,2892,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2917,1840,1930,1,815000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,2249,1940,1,830000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2400,2000,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,3200,1967,1940,1,880000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,1848,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,1890,1940,1,860000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,1890,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2600,2054,1950,1,803000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,1890,1950,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,2024,1950,1,779000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2183,1928,1950,1,945000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1992,1592,1935,1,790000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2650,2376,1935,1,999000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2600,2532,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,1540,1955,1,485000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,1540,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1983,1400,1955,1,570000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2042,1400,1955,1,695000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2342,2340,1960,1,700000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2640,1012,1920,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,1854,1930,1,738000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2175,1842,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2250,1834,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2625,2160,1930,1,980000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2625,2160,1930,1,1150000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2625,2160,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,3706,1930,1,1165000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2550,1976,1930,1,925000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2280,1955,1,862888,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,2072,1945,1,890000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,2126,1940,1,860000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2600,2214,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2200,2126,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2254,2398,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,1771,1940,1,715000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2533,2244,1955,1,625000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2244,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2440,1955,1,610000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,4033,2244,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2244,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2244,1955,1,740000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2244,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2265,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2265,1955,1,750000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2265,1955,1,675000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2265,1955,1,770000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2265,1955,1,360000,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1760,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1760,1955,1,450000,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2540,1960,1,798000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,4560,1729,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,4853,2272,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,4067,2166,1925,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2150,2248,1940,1,930000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1900,2424,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2076,1920,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,5000,3480,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,3125,2132,1910,1,10,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,3125,2132,1910,1,380250,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1650,1776,1935,1,850000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2138,1785,1930,1,680000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2183,1653,1930,1,805000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2183,1653,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2300,2115,1930,1,888000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,4500,2090,1960,1,990000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,4500,2090,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2525,2592,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2500,2480,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2467,2256,1925,1,725000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2160,1925,1,460000,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1867,1728,1950,1,705000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1992,1554,1947,1,830000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,4450,1599,1955,1,840000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,1975,1955,1,927000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1992,2166,1955,1,960000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1520,1942,1950,1,680000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,3000,2000,1920,1,710000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,3000,1584,1920,1,830000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,1578,1940,1,750000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,1578,1940,1,894000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2333,2472,1955,1,990000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,3920,1248,1920,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2046,2292,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,S2,3,1800,3000,1927,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,4000,1532,1945,1,800000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,5113,1980,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1520,1472,1930,1,800000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,3090,2264,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,3090,2264,1930,1,995000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2655,3176,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2835,3176,1960,1,1175000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1520,1540,1940,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1520,1540,1940,1,750000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2336,1920,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2336,1920,1,835000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2500,2336,1920,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2826,1950,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2000,2070,1950,1,925000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2251,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2251,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2763,2232,1960,1,768000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1950,2232,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1950,2232,1960,1,745000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1950,2232,1960,1,800000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,4000,2440,1960,1,920000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,2200,2520,1920,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1044,1152,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,2430,1612,1925,1,700000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2840,2695,1901,1,830000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,1710,1732,1940,1,808500,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,1476,1636,1945,1,620000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2140,1606,1940,1,680000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,2000,2220,1960,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2027,1728,1940,1,665000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1948,2160,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1900,2160,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1900,2160,1955,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B2,2,3675,1368,1930,1,0,0.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1900,2280,1955,1,840000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B9,2,1575,1216,1920,1,199000,0.0
3,02 TWO FAMILY DWELLINGS                    ,B3,2,2000,1312,1920,1,10,0.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,4000,1870,1965,1,965000,1.0
3,02 TWO FAMILY DWELLINGS                    ,B1,2,4000,1870,1965,1,927000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2470,3100,1950,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2000,3025,1970,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2000,3120,1920,1,1310000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2000,3120,1920,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2400,4392,1930,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2400,4392,1930,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2400,2620,1955,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,2720,1920,1,1500000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,4820,3781,1975,1,1370000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,4000,2912,1920,1,1530000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2000,2788,1940,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2000,3570,2001,1,1400000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2917,1840,1925,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2433,3492,1925,1,1200000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2400,3000,1930,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1380,2580,1930,1,867000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2597,2850,1930,1,400000,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2700,3700,1960,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,3200,2340,1986,1,1200000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,3720,2824,1960,1,80000,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1568,1452,1930,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2667,2596,1930,1,1050000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2667,2596,1930,1,1030000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2450,2160,1935,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2850,3720,1920,1,1100000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2500,2560,1910,1,1150000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2520,4215,1965,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2992,3632,1965,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2308,3025,1965,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,4524,3580,1965,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1800,1888,1920,1,865000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1800,1888,1920,1,910000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1800,1888,1920,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,3127,3050,1920,1,1150000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2900,2400,1920,1,700000,1.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,3217,2770,1965,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2730,3368,1970,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1760,3364,1970,1,407500,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2200,3100,1970,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,2200,3100,1970,1,0,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1773,2754,1915,1,10,0.0
3,03 THREE FAMILY DWELLINGS                  ,C0,3,1773,2754,1915,1,925000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1930,1,345000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2015,1,590585,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2008,1,199380,0.0
3,04 TAX CLASS 1 CONDOS                      ,R6,1,0,0,1995,1,505000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1999,1,625000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2006,1,490000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2006,1,693445,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2006,1,650000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1991,1,250000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1991,1,472000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2006,1,725000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2005,1,10000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,0,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2013,1,0,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1987,1,385000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1993,1,610000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1993,1,370000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1993,1,400000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,1993,1,0,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2005,1,580000,1.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2005,1,0,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2004,1,465000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2004,1,355000,0.0
3,04 TAX CLASS 1 CONDOS                      ,R3,1,0,0,2006,1,515000,1.0
